bank_id,bank_name
322321,Heath Credit Union
322323,Germany Bank #6023
322325,Dawn Federal Bank
322326,National Bank of Sacramento
322329,Savings Bank of Laramie
322330,Oasis Cooperative Bank
322331,Germany Bank #5140
322333,Netherlands Bank #1667
322334,France Bank #1676
322335,Spain Bank #4249
322336,Spain Bank #1669
322337,Flagstone Thrift
322338,Sea Bancorp
322339,Heath Federal Bank
322341,Bank of Boston
322342,Savings Bank of Danbury
322343,Plateau Savings Bank
322345,Savings Bank of Albany
322346,National Bank of Bridgeport
322347,Flagstone Thrift
322348,Germany Bank #1668
322351,First Bank of Seattle
322352,National Bank of the East
322353,Mountain Credit Union
322354,Savings Bank of Watertown
322355,National Bank of Madison
322356,National Bank of Harrisburg
322357,Germany Bank #4459
322362,France Bank #3870
322364,Sappo Trust Bank
322366,Bank of Miami
322367,Bank of Dallas
322368,Bank of Arkadelphia
322371,Savings Bank of Denver
322373,Plateau Community Bank
322375,First Bank of the South
322379,Brownstone Trust Bank
322380,First Bank of Indianapolis
322381,Bank of Fort Wayne
322382,Sunrise Bank
322386,UK Bank #306
322388,UK Bank #792
322390,UK Bank #1041
322395,UK Bank #167
322399,UK Bank #681
322402,UK Bank #219
322403,UK Bank #684
322404,UK Bank #964
322405,UK Bank #169
322408,UK Bank #782
322410,UK Bank #783
322412,UK Bank #185
322415,UK Bank #860
322416,UK Bank #170
322418,UK Bank #201
322419,UK Bank #839
322420,UK Bank #214
322422,UK Bank #759
322424,UK Bank #610
322426,UK Bank #25
322429,UK Bank #172
322430,First Bank of Lacrosse
322432,National Bank of Laramie
322433,UK Bank #688
322437,UK Bank #39
322438,UK Bank #176
322439,UK Bank #843
322440,UK Bank #308
322441,UK Bank #1048
322443,UK Bank #314
322445,UK Bank #670
322447,UK Bank #300
322448,UK Bank #198
322449,UK Bank #360
322450,UK Bank #46
322452,Italy Bank #5971
322454,Bank of Indianapolis
322455,First Bank of Fairfield
322456,Germany Bank #2117
322458,First Bank of Philadelphia
322460,Mountain Trust Bank
322461,UK Bank #812
322463,UK Bank #778
322465,UK Bank #387
322467,UK Bank #834
322468,Heath Bancorp
322469,UK Bank #209
322471,UK Bank #911
322473,UK Bank #1045
322475,UK Bank #190
322483,UK Bank #16
322485,UK Bank #221
322486,UK Bank #334
322488,UK Bank #203
322490,UK Bank #204
322491,UK Bank #768
322492,UK Bank #205
322493,Savings Bank of Tuscon
322498,Germany Bank #3644
322501,Germany Bank #4620
322502,Germany Bank #4978
322505,Greece Bank #4616
322507,Germany Bank #1672
322508,Italy Bank #4416
322511,Spain Bank #1820
322513,Spain Bank #2698
322514,Italy Bank #4234
322516,Germany Bank #5314
322517,Austria Bank #5437
322519,Spain Bank #1673
322520,Italy Bank #5684
322521,Italy Bank #5136
322522,Italy Bank #2264
322524,Spain Bank #2059
322527,Germany Bank #4293
322529,Italy Bank #3347
322530,Germany Bank #4478
322532,Spain Bank #5381
322534,Germany Bank #2316
322536,Netherlands Bank #6084
322537,Belgium Bank #1675
322538,Germany Bank #4871
322539,Germany Bank #5827
322542,Italy Bank #4417
322549,Sunrise Community Bank
322550,Bank of Montpelier
322551,Regents Cooperative Bank
322553,National Bank of Fairfield
322554,Oak Savings Bank
322556,UK Bank #231
322557,UK Bank #206
322558,UK Bank #178
322560,UK Bank #762
322561,UK Bank #226
322564,UK Bank #823
322567,UK Bank #530
322568,UK Bank #230
322569,UK Bank #1023
322572,UK Bank #899
322573,UK Bank #697
322574,UK Bank #186
322575,UK Bank #253
322576,UK Bank #263
322579,UK Bank #764
322580,UK Bank #729
322581,UK Bank #693
322582,UK Bank #187
322583,UK Bank #193
322584,UK Bank #181
322585,UK Bank #726
322587,UK Bank #248
322588,UK Bank #862
322590,Baltech Federal Bank
322595,Savings Bank of Cleveland
322597,UK Bank #1020
322599,UK Bank #182
322600,UK Bank #183
322601,UK Bank #256
322602,UK Bank #682
322604,UK Bank #978
322605,UK Bank #735
322607,UK Bank #367
322608,UK Bank #189
322610,UK Bank #207
322613,UK Bank #1112
322614,UK Bank #196
322615,UK Bank #1065
322618,UK Bank #720
322619,UK Bank #575
322620,UK Bank #191
322621,UK Bank #228
322623,UK Bank #327
322624,UK Bank #287
322627,UK Bank #734
322628,UK Bank #199
322629,UK Bank #216
322630,UK Bank #878
322632,UK Bank #197
322637,UK Bank #849
322638,Future Bank
322639,Hearthstone Credit Union
322641,Acme Cooperative Bank
322643,National Bank of Seattle
322646,Dawn Credit Union
322647,National Bank of Billings
322648,Baltech Trust Bank
322649,UK Bank #763
322651,The Pine Trust Bank
322655,UK Bank #645
322659,UK Bank #538
322661,Bank of Chicago
322662,UK Bank #267
322663,UK Bank #194
322664,UK Bank #900
322666,Bank of Danbury
322675,UK Bank #727
322676,UK Bank #195
322679,UK Bank #202
322686,UK Bank #732
322690,UK Bank #478
322696,UK Bank #810
322698,UK Bank #48
322699,UK Bank #833
322702,UK Bank #685
322706,UK Bank #549
322708,UK Bank #227
322709,UK Bank #967
322710,UK Bank #292
322711,UK Bank #982
322712,UK Bank #1101
322713,Savings Bank of Tuscon
322714,UK Bank #700
322715,UK Bank #984
322718,Savings Bank of Watertown
322723,UK Bank #262
322724,UK Bank #742
322725,UK Bank #244
322726,UK Bank #246
322730,UK Bank #786
322731,Israel Bank #820
322733,UK Bank #1121
322739,UK Bank #254
322740,UK Bank #853
322741,UK Bank #791
322743,UK Bank #215
322745,UK Bank #528
322746,UK Bank #770
322747,UK Bank #554
322751,Savings Bank of the Valley
322756,Mountain Trust Bank
322759,France Bank #4311
322760,Greece Bank #1797
322761,Austria Bank #5101
322762,Spain Bank #5579
322764,Spain Bank #1683
322767,France Bank #5564
322768,Italy Bank #3248
322772,UK Bank #282
322774,UK Bank #622
322775,UK Bank #373
322776,UK Bank #217
322777,UK Bank #864
322780,UK Bank #218
322783,Finland Bank #4990
322786,Spain Bank #4256
322789,France Bank #5043
322791,First Bank of Butte
322793,Germany Bank #1685
322794,Germany Bank #3698
322795,Spain Bank #5076
322797,UK Bank #220
322798,UK Bank #947
322799,UK Bank #347
322801,UK Bank #869
322802,UK Bank #1019
322803,UK Bank #818
322804,UK Bank #223
322805,China Bank #899
322807,China Bank #511
322809,China Bank #357
322811,China Bank #353
322814,Spain Bank #1752
322817,Portugal Bank #5495
322819,Germany Bank #5529
322820,France Bank #1779
322821,Greece Bank #4846
322822,Greece Bank #4847
322823,China Bank #1074
322824,China Bank #486
322827,China Bank #352
322831,China Bank #834
322832,China Bank #674
322833,China Bank #696
322834,China Bank #768
322835,China Bank #480
322837,China Bank #354
322838,China Bank #355
322839,China Bank #625
322840,China Bank #401
322842,China Bank #356
322844,China Bank #764
322845,UK Bank #932
322847,UK Bank #471
322848,UK Bank #1004
322849,UK Bank #222
322852,UK Bank #392
322854,UK Bank #905
322857,UK Bank #981
322859,Fieldstone Bancorp
322860,Savings Bank of Fort Wayne
322861,First Bank of Portland
322862,Sappo Savings Bank
322864,Arbor Community Bank
322866,Savings Bank of Dallas
322869,Regents Cooperative Bank
322871,Spain Bank #5869
322872,Germany Bank #3423
322873,Spain Bank #1689
322874,Italy Bank #6220
322876,First Bank of Bridgeport
322878,Savings Bank of Lincoln
322879,First Bank of Fort Wayne
322881,Sea Bancorp
322882,Bank of Billings
322884,Acme Federal Bank
322885,Bank of Houston
322886,Acme Federal Bank
322887,National Bank of Indianapolis
322889,Bank of New Orleans
322890,Capital Cooperative Bank
322891,National Bank of Chicago
322893,Estonia Bank #5739
322894,Greece Bank #4005
322896,Spain Bank #4034
322897,Savings Bank of Boston
322898,Savings Bank of Newport
322899,First Bank of Plattsburg
322901,Fieldstone Community Bank
322903,Savings Bank of Seattle
322904,Savings Bank of Detroit
322905,Savings Bank of Newbury
322908,Savings Bank of Detroit
322910,Savings Bank of the Valley
322912,Bank of Harrisburg
322914,Savings Bank of Tuscon
322915,Bank of Huron
322916,Bank of Springfield
322917,First Bank of Helena
322919,Mountain Cooperative Bank
322920,Bank of Billings
322926,National Bank of Chicago
322927,First Bank of Topeka
322928,Bank of the East
322929,Hearthstone Cooperative Bank
322931,National Bank of Lincoln
322932,Savings Bank of Cleveland
322941,Acme Thrift
322947,National Bank of Columbus
322948,Desert Trust Bank
322949,Bank of New York
322950,National Bank of Newbury
322952,Savings Bank of Philadelphia
322953,Germany Bank #2039
322954,Hearthstone Community Bank
322955,Bank of New York
322956,First Bank of the South
322957,First Bank of Springfield
322959,First Bank of the East
322960,Savings Bank of Bridgeport
322963,Savings Bank of Fairfield
322964,Sappo Thrift
322966,National Bank of Seattle
322973,Savings Bank of Sacramento
322974,Savings Bank of the Valley
322975,UK Bank #1050
322980,UK Bank #865
322981,UK Bank #234
322983,UK Bank #867
322987,UK Bank #274
322988,UK Bank #252
322989,UK Bank #235
322990,UK Bank #229
322991,UK Bank #22
322992,UK Bank #579
322994,UK Bank #924
322997,UK Bank #247
322998,UK Bank #433
322999,UK Bank #797
323000,UK Bank #857
323001,UK Bank #24
323004,UK Bank #958
323005,Sappo Savings Bank
323006,UK Bank #885
323009,Spain Bank #2988
323011,Germany Bank #3813
323013,Germany Bank #3306
323015,UK Bank #250
323016,UK Bank #537
323017,UK Bank #1031
323019,Savings Bank of Watertown
323020,UK Bank #699
323023,UK Bank #233
323024,National Bank of Phoenix
323025,UK Bank #999
323028,UK Bank #237
323037,France Bank #2478
323039,First Bank of Phoenix
323042,Desert Credit Union
323043,UK Bank #372
323045,UK Bank #438
323047,UK Bank #239
323051,UK Bank #23
323056,UK Bank #1116
323059,UK Bank #722
323060,Hearthstone Federal Bank
323061,Savings Bank of Montpelier
323064,Netherlands Bank #1693
323067,UK Bank #1077
323068,UK Bank #643
323069,UK Bank #866
323072,UK Bank #788
323075,UK Bank #539
323077,UK Bank #243
323078,UK Bank #272
323079,UK Bank #840
323081,UK Bank #368
323082,UK Bank #245
323084,UK Bank #966
323087,UK Bank #1117
323090,UK Bank #983
323097,UK Bank #725
323098,UK Bank #1064
323099,UK Bank #1125
323100,UK Bank #863
323101,UK Bank #557
323103,UK Bank #968
323104,UK Bank #249
323105,Italy Bank #1694
323106,France Bank #5699
323107,Bank of Chicago
323115,Golden Community Bank
323116,National Bank of Sacramento
323118,Spruce Community Bank
323120,UK Bank #586
323122,UK Bank #488
323124,UK Bank #1055
323125,UK Bank #820
323126,UK Bank #1014
323127,UK Bank #280
323129,UK Bank #845
323130,UK Bank #555
323131,UK Bank #265
323134,UK Bank #565
323135,UK Bank #738
323137,UK Bank #257
323139,Savings Bank of Columbus
323140,First Bank of Arkadelphia
323141,Savings Bank of Huron
323142,National Bank of Tuscon
323143,France Bank #1696
323145,National Bank of Topeka
323146,Desert Cooperative Bank
323147,National Bank of Bridgeport
323150,First Bank of Newport
323151,National Bank of the South
323153,Sunrise Bancorp
323156,Savings Bank of Detroit
323157,First Bank of Lacrosse
323159,Fieldstone Federal Bank
323162,Spruce Savings Bank
323163,National Bank of the East
323164,First Bank of Watertown
323166,Savings Bank of Seattle
323168,Italy Bank #3791
323170,UK Bank #482
323174,UK Bank #258
323175,UK Bank #1010
323180,UK Bank #284
323182,UK Bank #819
323183,UK Bank #260
323184,UK Bank #531
323186,UK Bank #285
323187,UK Bank #271
323189,UK Bank #286
323190,UK Bank #261
323191,Savings Bank of Seattle
323195,UK Bank #997
323196,UK Bank #264
323198,UK Bank #505
323201,UK Bank #625
323203,UK Bank #1039
323206,UK Bank #277
323207,UK Bank #278
323209,UK Bank #773
323210,UK Bank #733
323211,UK Bank #1005
323214,Italy Bank #3173
323215,UK Bank #279
323216,UK Bank #745
323218,UK Bank #940
323221,UK Bank #973
323222,UK Bank #321
323223,UK Bank #315
323225,UK Bank #886
323228,UK Bank #587
323229,UK Bank #817
323230,UK Bank #273
323232,UK Bank #268
323233,UK Bank #1134
323234,UK Bank #288
323238,Savings Bank of Hartford
323239,First Bank of Lincoln
323240,UK Bank #1053
323242,UK Bank #816
323245,Savings Bank of Fort Wayne
323248,First Bank of Lincoln
323249,Plateau Savings Bank
323250,Bank of the South
323251,Bank of Portland
323252,UK Bank #937
323253,UK Bank #406
323256,UK Bank #950
323257,UK Bank #691
323259,UK Bank #275
323260,UK Bank #270
323268,UK Bank #427
323270,UK Bank #593
323272,UK Bank #434
323274,UK Bank #789
323276,UK Bank #925
323278,UK Bank #12
323281,UK Bank #276
323284,UK Bank #993
323286,UK Bank #281
323288,UK Bank #442
323289,UK Bank #563
323293,UK Bank #569
323295,UK Bank #396
323297,UK Bank #790
323298,UK Bank #283
323305,UK Bank #1044
323307,UK Bank #432
323308,UK Bank #466
323310,UK Bank #1033
323311,UK Bank #903
323312,Canada Bank #84
323313,UK Bank #1011
323315,UK Bank #289
323317,UK Bank #423
323319,UK Bank #728
323323,UK Bank #294
323324,UK Bank #704
323325,UK Bank #290
323327,UK Bank #302
323329,UK Bank #666
323330,UK Bank #1054
323333,UK Bank #301
323335,UK Bank #309
323337,UK Bank #303
323338,UK Bank #712
323339,UK Bank #304
323341,UK Bank #904
323342,UK Bank #566
323343,UK Bank #798
323344,UK Bank #828
323348,Netherlands Bank #1831
323349,Germany Bank #1697
323350,France Bank #5740
323351,France Bank #4087
323355,UK Bank #640
323356,UK Bank #765
323357,UK Bank #694
323358,UK Bank #295
323361,UK Bank #475
323362,Italy Bank #1720
323365,Sunrise Community Bank
323368,Spain Bank #5346
323369,UK Bank #705
323372,UK Bank #291
323373,UK Bank #293
323376,UK Bank #1018
323377,UK Bank #766
323380,UK Bank #939
323381,UK Bank #936
323387,UK Bank #564
323389,UK Bank #525
323391,UK Bank #695
323392,UK Bank #737
323396,First Bank of Newbury
323397,Oasis Bancorp
323399,UK Bank #602
323402,UK Bank #1034
323403,UK Bank #917
323404,UK Bank #370
323408,National Bank of the Valley
323409,Savings Bank of Topeka
323410,UK Bank #297
323413,UK Bank #305
323414,National Bank of Watertown
323415,Acme Savings Bank
323417,Desert Community Bank
323420,France Bank #5657
323421,Slovakia Bank #4788
323422,Germany Bank #2002
323425,Belgium Bank #5575
323426,Germany Bank #3251
323428,First Bank of Indianapolis
323430,First Bank of the East
323431,Golden Federal Bank
323436,Germany Bank #5377
323440,Brook Bank
323441,Dawn Bank
323442,Plandor Bank
323443,Savings Bank of Tuscon
323444,First Bank of Portland
323445,Savings Bank of Cleveland
323446,Italy Bank #3239
323451,Slovakia Bank #1710
323454,Latvia Bank #1711
323456,Germany Bank #4580
323460,Italy Bank #1917
323461,Germany Bank #4589
323463,Spain Bank #2549
323465,Germany Bank #6360
323466,Italy Bank #6067
323467,France Bank #5290
323468,France Bank #5791
323469,Germany Bank #3867
323470,Ireland Bank #1702
323471,Spain Bank #2193
323472,Future Trust Bank
323473,Bank of Albany
323476,Netherlands Bank #1704
323477,Germany Bank #1705
323483,France Bank #5462
323485,Croatia Bank #1708
323487,France Bank #6269
323489,France Bank #5626
323491,Brownstone Credit Union
323493,Sunrise Bank
323495,UK Bank #355
323496,UK Bank #350
323499,UK Bank #696
323500,UK Bank #607
323503,UK Bank #707
323504,UK Bank #1013
323505,UK Bank #2
323506,UK Bank #1078
323507,UK Bank #1049
323508,UK Bank #870
323509,UK Bank #731
323510,UK Bank #532
323515,UK Bank #890
323516,Hilltop Savings Bank
323517,Savings Bank of Seattle
323519,Mountain Thrift
323520,Heath Bank
323521,National Bank of Philadelphia
323524,Golden Community Bank
323525,First Bank of Lincoln
323526,Bank of Phoenix
323527,National Bank of Harrisburg
323528,Bank of Newbury
323530,National Bank of Harrisburg
323531,Savings Bank of Huron
323532,Savings Bank of Houston
323535,Willows Trust Bank
323541,Sea Community Bank
323544,UK Bank #546
323548,UK Bank #18
323549,UK Bank #345
323550,China Bank #971
323556,UK Bank #545
323558,UK Bank #744
323559,UK Bank #626
323560,UK Bank #779
323565,Bank of the East
323566,National Bank of Newbury
323567,National Bank of Portsmouth
323568,National Bank of Laramie
323569,Bank of Houston
323570,Plandor Trust Bank
323578,National Bank of Butte
323579,First Bank of the South
323580,Brook Credit Union
323581,National Bank of Arkadelphia
323582,Capital Community Bank
323584,National Bank of Butte
323588,Plateau Trust Bank
323590,Savings Bank of Cleveland
323594,National Bank of Columbus
323595,Savings Bank of Milford
323599,UK Bank #743
323600,Greece Bank #4595
323603,Italy Bank #1713
323604,Croatia Bank #2367
323605,Germany Bank #2436
323606,France Bank #5928
323608,France Bank #5246
323612,Netherlands Bank #2322
323613,UK Bank #1084
323616,UK Bank #647
323617,UK Bank #1080
323618,UK Bank #1118
323621,UK Bank #313
323624,UK Bank #413
323625,UK Bank #543
323634,First Bank of Chicago
323637,UK Bank #599
323639,UK Bank #552
323640,UK Bank #576
323641,Savings Bank of Springfield
323642,Netherlands Bank #4045
323646,First Bank of Los Angeles
323654,Oak Trust Bank
323656,National Bank of Laramie
323657,Slovakia Bank #4762
323661,UK Bank #1089
323662,UK Bank #316
323663,UK Bank #388
323664,UK Bank #793
323665,UK Bank #767
323666,UK Bank #312
323669,UK Bank #320
323670,UK Bank #692
323674,UK Bank #868
323675,Dawn Cooperative Bank
323676,First Bank of Lincoln
323678,UK Bank #873
323680,UK Bank #322
323682,National Bank of Portland
323683,Spain Bank #3493
323685,Savings Bank of Helena
323687,Future Trust Bank
323691,Bank of Newbury
323693,Italy Bank #1715
323694,Greece Bank #2220
323696,Spain Bank #4054
323697,Italy Bank #2720
323701,Croatia Bank #1717
323703,Netherlands Bank #5424
323705,Savings Bank of Milford
323707,Germany Bank #1725
323715,Dawn Bancorp
323716,Dawn Credit Union
323718,Bank of Cleveland
323719,UK Bank #363
323720,UK Bank #385
323722,UK Bank #909
323724,UK Bank #383
323725,UK Bank #393
323726,Bank of Montpelier
323728,First Bank of New Orleans
323729,Savings Bank of Houston
323732,National Bank of Fairfield
323733,UK Bank #891
323734,UK Bank #318
323737,UK Bank #472
323740,UK Bank #1079
323745,UK Bank #648
323746,UK Bank #358
323748,UK Bank #570
323749,UK Bank #829
323753,UK Bank #892
323754,National Bank of Arkadelphia
323756,Regents Bancorp
323764,UK Bank #410
323769,UK Bank #323
323770,UK Bank #533
323774,Desert Bank
323779,UK Bank #1035
323781,UK Bank #338
323783,Savings Bank of Butte
323784,First Bank of Pittsburgh
323787,Hilltop Savings Bank
323790,UK Bank #588
323791,UK Bank #653
323792,UK Bank #324
323793,UK Bank #935
323794,UK Bank #1070
323795,UK Bank #957
323797,UK Bank #1072
323800,UK Bank #1109
323801,UK Bank #959
323802,UK Bank #906
323803,UK Bank #887
323806,Italy Bank #5997
323809,UK Bank #844
323810,UK Bank #325
323812,UK Bank #971
323813,UK Bank #987
323814,UK Bank #326
323815,UK Bank #1047
323816,UK Bank #605
323819,UK Bank #1113
323821,UK Bank #795
323823,UK Bank #914
323826,UK Bank #339
323828,Savings Bank of Springfield
323829,First Bank of Miami
323830,UK Bank #329
323833,Canada Bank #485
323835,UK Bank #331
323836,UK Bank #1071
323838,UK Bank #486
323840,UK Bank #1098
323847,UK Bank #591
323850,First Bank of Bridgeport
323851,UK Bank #394
323853,City National Federal Bank
323855,UK Bank #328
323859,UK Bank #846
323860,Savings Bank of the North
323862,UK Bank #491
323863,UK Bank #332
323865,UK Bank #333
323866,UK Bank #1012
323867,UK Bank #776
323871,UK Bank #330
323873,UK Bank #523
323874,UK Bank #335
323875,UK Bank #356
323876,UK Bank #340
323877,UK Bank #522
323878,UK Bank #969
323879,UK Bank #1126
323880,UK Bank #336
323881,UK Bank #453
323882,UK Bank #595
323886,UK Bank #540
323888,UK Bank #337
323891,UK Bank #341
323892,UK Bank #584
323893,UK Bank #342
323894,UK Bank #26
323895,UK Bank #970
323898,UK Bank #606
323899,UK Bank #930
323901,UK Bank #14
323903,UK Bank #1122
323907,UK Bank #344
323908,UK Bank #824
323915,UK Bank #1085
323916,UK Bank #473
323919,UK Bank #1008
323921,UK Bank #635
323922,UK Bank #1090
323924,UK Bank #1087
323927,UK Bank #490
323928,UK Bank #346
323931,Sappo Bancorp
323933,UK Bank #1046
323937,UK Bank #1027
323938,UK Bank #460
323939,UK Bank #348
323940,UK Bank #349
323941,UK Bank #1142
323943,National Bank of Plattsburg
323948,National Bank of Detroit
323952,Savings Bank of Albany
323955,Germany Bank #5741
323958,France Bank #5348
323959,Greece Bank #2500
323963,Savings Bank of Helena
323964,Bank of Huron
323965,UK Bank #748
323967,UK Bank #821
323969,National Bank of Tampa
323974,UK Bank #907
323975,UK Bank #550
323977,UK Bank #534
323979,UK Bank #352
323981,UK Bank #1160
323988,First Bank of the North
323989,Spruce Savings Bank
323990,Savings Bank of Providence
323992,Flagstone Bank
323995,Brook Cooperative Bank
323997,Bank of Providence
324000,Sea Cooperative Bank
324003,National Bank of Chicago
324004,Brownstone Community Bank
324005,Italy Bank #2758
324012,UK Bank #479
324014,UK Bank #405
324017,UK Bank #847
324019,UK Bank #354
324020,UK Bank #353
324021,UK Bank #998
324024,UK Bank #796
324025,UK Bank #596
324027,UK Bank #771
324031,UK Bank #535
324032,UK Bank #772
324033,UK Bank #589
324039,UK Bank #1135
324041,UK Bank #603
324042,UK Bank #429
324044,Arbor Community Bank
324045,Arbor Trust Bank
324046,Oak Trust Bank
324048,National Bank of the Valley
324049,UK Bank #407
324050,UK Bank #357
324052,UK Bank #436
324053,UK Bank #1114
324054,UK Bank #706
324055,UK Bank #551
324056,UK Bank #359
324060,UK Bank #805
324061,First Bank of Madison
324062,Capital Thrift
324064,National Bank of Columbus
324067,Savings Bank of Seattle
324068,The Pine Savings Bank
324070,Regents Bank
324073,UK Bank #435
324074,UK Bank #949
324076,UK Bank #361
324081,UK Bank #590
324085,UK Bank #365
324086,Germany Bank #1723
324089,Savings Bank of Sacramento
324092,UK Bank #850
324093,UK Bank #897
324094,UK Bank #631
324095,UK Bank #366
324097,UK Bank #985
324099,UK Bank #509
324101,UK Bank #364
324103,UK Bank #972
324104,UK Bank #390
324105,UK Bank #1036
324106,UK Bank #822
324107,UK Bank #961
324108,UK Bank #3
324110,UK Bank #369
324111,UK Bank #1028
324115,UK Bank #803
324119,UK Bank #739
324123,National Bank of Portsmouth
324126,Dawn Bank
324127,First Bank of Tampa
324129,UK Bank #1057
324131,UK Bank #1000
324132,UK Bank #377
324133,UK Bank #378
324134,UK Bank #562
324135,UK Bank #374
324136,UK Bank #637
324137,UK Bank #384
324139,UK Bank #371
324142,UK Bank #541
324144,UK Bank #826
324149,UK Bank #398
324151,Savings Bank of Madison
324153,Plandor Bancorp
324156,UK Bank #951
324157,UK Bank #646
324159,UK Bank #1130
324162,UK Bank #408
324163,UK Bank #975
324164,UK Bank #379
324165,UK Bank #741
324168,UK Bank #380
324170,First Bank of Augusta
324174,UK Bank #409
324175,UK Bank #986
324176,UK Bank #381
324179,UK Bank #1062
324182,UK Bank #880
324184,UK Bank #752
324185,Savings Bank of Houston
324186,Desert Bancorp
324190,National Bank of the West
324191,Mountain Federal Bank
324192,The Pine Bancorp
324193,Flagstone Credit Union
324194,Willows Cooperative Bank
324197,Savings Bank of Chicago
324202,First Bank of Sacramento
324204,Savings Bank of Omaha
324205,Bank of Pittsburgh
324207,National Bank of Cleveland
324208,First Bank of Portsmouth
324210,Golden Thrift
324211,Savings Bank of Fort Wayne
324212,Arbor Bank
324217,Acme Bank
324218,Savings Bank of Topeka
324219,National Bank of Miami
324221,Heath Community Bank
324222,First Bank of Arkadelphia
324225,First Bank of the East
324227,Capital Community Bank
324228,Baltech Thrift
324229,Savings Bank of Cleveland
324231,Mountain Community Bank
324232,Savings Bank of Plattsburg
324233,Bank of Laramie
324234,National Bank of Providence
324236,Bank of Augusta
324240,France Bank #4253
324241,Plandor Trust Bank
324243,Fieldstone Trust Bank
324244,National Bank of Phoenix
324247,Savings Bank of Pittsburgh
324248,National Bank of Helena
324250,Bank of Madison
324253,Bank of Pittsburgh
324257,National Bank of Miami
324259,Savings Bank of Helena
324260,First Bank of Laramie
324261,Flagstone Credit Union
324264,Savings Bank of Albany
324265,National Bank of Madison
324266,UK Bank #411
324269,UK Bank #1136
324270,UK Bank #382
324273,UK Bank #542
324275,UK Bank #426
324276,UK Bank #1124
324277,UK Bank #1073
324279,UK Bank #799
324281,UK Bank #1147
324285,UK Bank #638
324286,UK Bank #561
324287,UK Bank #698
324289,UK Bank #389
324290,UK Bank #974
324294,UK Bank #416
324295,UK Bank #780
324297,UK Bank #1123
324299,UK Bank #639
324300,UK Bank #667
324302,UK Bank #632
324305,UK Bank #386
324306,UK Bank #627
324307,UK Bank #952
324309,UK Bank #391
324311,UK Bank #1025
324313,UK Bank #1115
324314,UK Bank #601
324316,UK Bank #1074
324317,UK Bank #1001
324318,UK Bank #1158
324319,UK Bank #467
324321,UK Bank #425
324322,UK Bank #536
324323,China Bank #359
324324,UK Bank #1021
324326,UK Bank #913
324327,UK Bank #577
324328,UK Bank #499
324329,UK Bank #953
324332,UK Bank #1156
324333,UK Bank #1151
324334,UK Bank #452
324340,UK Bank #926
324341,UK Bank #894
324343,UK Bank #910
324344,UK Bank #963
324345,UK Bank #954
324346,UK Bank #521
324348,UK Bank #641
324349,UK Bank #1159
324352,UK Bank #397
324354,UK Bank #623
324356,UK Bank #604
324360,First Bank of Omaha
324362,UK Bank #401
324364,UK Bank #872
324366,UK Bank #800
324371,France Bank #3292
324372,UK Bank #955
324373,Germany Bank #4006
324374,Italy Bank #4300
324377,UK Bank #399
324378,Hilltop Community Bank
324381,Savings Bank of the Valley
324382,Bank of Danbury
324385,First Bank of Newbury
324387,UK Bank #430
324388,UK Bank #441
324390,UK Bank #1107
324391,UK Bank #513
324392,UK Bank #654
324393,UK Bank #420
324395,UK Bank #402
324396,UK Bank #642
324398,UK Bank #1015
324399,UK Bank #403
324400,UK Bank #404
324404,UK Bank #414
324407,UK Bank #1017
324411,UK Bank #1137
324413,UK Bank #1002
324414,UK Bank #1042
324417,UK Bank #1051
324419,UK Bank #802
324420,UK Bank #611
324422,UK Bank #455
324423,UK Bank #657
324424,UK Bank #28
324425,UK Bank #854
324427,UK Bank #446
324429,UK Bank #597
324432,UK Bank #415
324433,UK Bank #618
324435,UK Bank #437
324439,Spruce Bancorp
324441,Savings Bank of Lincoln
324442,National Bank of Fairfield
324443,UK Bank #929
324448,UK Bank #919
324449,UK Bank #912
324450,UK Bank #825
324452,UK Bank #945
324453,UK Bank #443
324455,UK Bank #417
324457,UK Bank #830
324463,UK Bank #1052
324464,UK Bank #500
324465,UK Bank #1086
324469,UK Bank #831
324475,UK Bank #458
324477,First Bank of New York
324478,Bank of Fort Wayne
324479,National Bank of New York
324480,Savings Bank of Fairfield
324481,Savings Bank of Topeka
324484,Willows Bank
324485,National Bank of New Orleans
324486,Spruce Federal Bank
324487,Bank of Augusta
324489,Germany Bank #5078
324492,Bank of Hartford
324493,Italy Bank #4892
324494,Desert Bancorp
324496,Plateau Bank
324497,France Bank #1972
324498,Italy Bank #2354
324499,National Bank of Omaha
324501,National Bank of Milford
324502,Germany Bank #1948
324506,Savings Bank of Newport
324509,National Bank of Columbus
324510,Golden Federal Bank
324511,National Bank of Philadelphia
324512,Bank of Newbury
324518,Plateau Thrift
324519,Desert Bank
324520,First Bank of Cleveland
324521,Baltech Community Bank
324522,Bank of Boston
324523,Savings Bank of Plattsburg
324524,National Bank of Tuscon
324525,Savings Bank of Laramie
324526,Fieldstone Trust Bank
324527,Hilltop Credit Union
324529,Bank of Huron
324530,Mountain Cooperative Bank
324532,Acme Credit Union
324534,Savings Bank of Detroit
324536,UK Bank #1059
324542,First Bank of Augusta
324543,UK Bank #1061
324544,UK Bank #1003
324545,UK Bank #649
324546,UK Bank #419
324548,UK Bank #992
324552,UK Bank #1029
324554,UK Bank #1108
324558,UK Bank #592
324560,UK Bank #751
324566,UK Bank #801
324567,UK Bank #709
324568,UK Bank #856
324569,UK Bank #621
324573,National Bank of Topeka
