pattern_transaction_occurrence_id,aml_pattern_id,transaction_id,pattern_transaction_sequence
PATTERN_TXN_0796,AML_PATTERN_0087,TXN_01916072,4
PATTERN_TXN_0797,AML_PATTERN_0087,TXN_01916074,5
PATTERN_TXN_0798,AML_PATTERN_0087,TXN_01916076,6
PATTERN_TXN_0799,AML_PATTERN_0087,TXN_01916078,7
PATTERN_TXN_0800,AML_PATTERN_0087,TXN_01916080,8
PATTERN_TXN_0801,AML_PATTERN_0087,TXN_01916081,9
PATTERN_TXN_0802,AML_PATTERN_0087,TXN_01916083,10
PATTERN_TXN_0803,AML_PATTERN_0087,TXN_01916085,11
PATTERN_TXN_0804,AML_PATTERN_0087,TXN_01916087,12
PATTERN_TXN_0805,AML_PATTERN_0087,TXN_01916089,13
PATTERN_TXN_0806,AML_PATTERN_0088,TXN_01916102,1
PATTERN_TXN_0807,AML_PATTERN_0089,TXN_01916104,1
PATTERN_TXN_0808,AML_PATTERN_0089,TXN_01916105,2
PATTERN_TXN_0809,AML_PATTERN_0089,TXN_01916106,3
PATTERN_TXN_0810,AML_PATTERN_0089,TXN_01916107,4
PATTERN_TXN_0811,AML_PATTERN_0089,TXN_01916108,5
PATTERN_TXN_0812,AML_PATTERN_0090,TXN_01920308,1
PATTERN_TXN_0813,AML_PATTERN_0090,TXN_01920310,2
PATTERN_TXN_0814,AML_PATTERN_0091,TXN_01924309,1
PATTERN_TXN_0815,AML_PATTERN_0091,TXN_01924311,2
PATTERN_TXN_0816,AML_PATTERN_0091,TXN_01924313,3
PATTERN_TXN_0817,AML_PATTERN_0091,TXN_01924315,4
PATTERN_TXN_0818,AML_PATTERN_0091,TXN_01924317,5
PATTERN_TXN_0819,AML_PATTERN_0091,TXN_01924319,6
PATTERN_TXN_0820,AML_PATTERN_0091,TXN_01924321,7
PATTERN_TXN_0821,AML_PATTERN_0091,TXN_01924323,8
PATTERN_TXN_0822,AML_PATTERN_0091,TXN_01924325,9
PATTERN_TXN_0823,AML_PATTERN_0091,TXN_01924327,10
PATTERN_TXN_0824,AML_PATTERN_0091,TXN_01924329,11
PATTERN_TXN_0825,AML_PATTERN_0091,TXN_01924331,12
PATTERN_TXN_0826,AML_PATTERN_0091,TXN_01924333,13
PATTERN_TXN_0827,AML_PATTERN_0091,TXN_01924335,14
PATTERN_TXN_0828,AML_PATTERN_0091,TXN_01924337,15
PATTERN_TXN_0829,AML_PATTERN_0091,TXN_01924339,16
PATTERN_TXN_0830,AML_PATTERN_0092,TXN_01928477,1
PATTERN_TXN_0831,AML_PATTERN_0092,TXN_01928479,2
PATTERN_TXN_0832,AML_PATTERN_0092,TXN_01928481,3
PATTERN_TXN_0833,AML_PATTERN_0092,TXN_01928483,4
PATTERN_TXN_0834,AML_PATTERN_0092,TXN_01928485,5
PATTERN_TXN_0835,AML_PATTERN_0092,TXN_01928487,6
PATTERN_TXN_0836,AML_PATTERN_0092,TXN_01928489,7
PATTERN_TXN_0837,AML_PATTERN_0092,TXN_01928491,8
PATTERN_TXN_0838,AML_PATTERN_0092,TXN_01928493,9
PATTERN_TXN_0839,AML_PATTERN_0092,TXN_01928495,10
PATTERN_TXN_0840,AML_PATTERN_0092,TXN_01928497,11
PATTERN_TXN_0841,AML_PATTERN_0092,TXN_01928499,12
PATTERN_TXN_0842,AML_PATTERN_0092,TXN_01928501,13
PATTERN_TXN_0843,AML_PATTERN_0092,TXN_01928503,14
PATTERN_TXN_0844,AML_PATTERN_0092,TXN_01928505,15
PATTERN_TXN_0845,AML_PATTERN_0092,TXN_01928507,16
PATTERN_TXN_0846,AML_PATTERN_0092,TXN_01928509,17
PATTERN_TXN_0847,AML_PATTERN_0092,TXN_01928511,18
PATTERN_TXN_0848,AML_PATTERN_0092,TXN_01928513,19
PATTERN_TXN_0849,AML_PATTERN_0092,TXN_01928515,20
PATTERN_TXN_0850,AML_PATTERN_0092,TXN_01928517,21
PATTERN_TXN_0851,AML_PATTERN_0093,TXN_01932433,1
PATTERN_TXN_0852,AML_PATTERN_0093,TXN_01932435,2
PATTERN_TXN_0853,AML_PATTERN_0093,TXN_01932436,3
PATTERN_TXN_0854,AML_PATTERN_0093,TXN_01932437,4
PATTERN_TXN_0855,AML_PATTERN_0093,TXN_01932439,5
PATTERN_TXN_0856,AML_PATTERN_0093,TXN_01932441,6
PATTERN_TXN_0857,AML_PATTERN_0093,TXN_01932443,7
PATTERN_TXN_0858,AML_PATTERN_0093,TXN_01932445,8
PATTERN_TXN_0859,AML_PATTERN_0093,TXN_01932446,9
PATTERN_TXN_0860,AML_PATTERN_0093,TXN_01932448,10
PATTERN_TXN_0861,AML_PATTERN_0093,TXN_01932450,11
PATTERN_TXN_0862,AML_PATTERN_0094,TXN_01936542,1
PATTERN_TXN_0863,AML_PATTERN_0094,TXN_01936544,2
PATTERN_TXN_0864,AML_PATTERN_0094,TXN_01936546,3
PATTERN_TXN_0865,AML_PATTERN_0094,TXN_01936548,4
PATTERN_TXN_0866,AML_PATTERN_0094,TXN_01936550,5
PATTERN_TXN_0867,AML_PATTERN_0094,TXN_01936552,6
PATTERN_TXN_0868,AML_PATTERN_0094,TXN_01936554,7
PATTERN_TXN_0869,AML_PATTERN_0094,TXN_01936555,8
PATTERN_TXN_0870,AML_PATTERN_0094,TXN_01936557,9
PATTERN_TXN_0871,AML_PATTERN_0094,TXN_01936559,10
PATTERN_TXN_0872,AML_PATTERN_0094,TXN_01936560,11
PATTERN_TXN_0873,AML_PATTERN_0094,TXN_01936561,12
PATTERN_TXN_0874,AML_PATTERN_0094,TXN_01936562,13
PATTERN_TXN_0875,AML_PATTERN_0094,TXN_01936563,14
PATTERN_TXN_0876,AML_PATTERN_0094,TXN_01936564,15
PATTERN_TXN_0877,AML_PATTERN_0094,TXN_01936566,16
PATTERN_TXN_0878,AML_PATTERN_0094,TXN_01936568,17
PATTERN_TXN_0879,AML_PATTERN_0094,TXN_01936570,18
PATTERN_TXN_0880,AML_PATTERN_0094,TXN_01936571,19
PATTERN_TXN_0881,AML_PATTERN_0094,TXN_01936573,20
PATTERN_TXN_0882,AML_PATTERN_0094,TXN_01936575,21
PATTERN_TXN_0883,AML_PATTERN_0094,TXN_01936577,22
PATTERN_TXN_0884,AML_PATTERN_0094,TXN_01936579,23
PATTERN_TXN_0885,AML_PATTERN_0094,TXN_01936581,24
PATTERN_TXN_0886,AML_PATTERN_0095,TXN_01944661,1
PATTERN_TXN_0887,AML_PATTERN_0095,TXN_01944663,2
PATTERN_TXN_0888,AML_PATTERN_0095,TXN_01944665,3
PATTERN_TXN_0889,AML_PATTERN_0095,TXN_01944666,4
PATTERN_TXN_0890,AML_PATTERN_0095,TXN_01944668,5
PATTERN_TXN_0891,AML_PATTERN_0095,TXN_01944670,6
PATTERN_TXN_0892,AML_PATTERN_0096,TXN_01948600,1
PATTERN_TXN_0893,AML_PATTERN_0096,TXN_01948602,2
PATTERN_TXN_0894,AML_PATTERN_0096,TXN_01948604,3
PATTERN_TXN_0895,AML_PATTERN_0096,TXN_01948606,4
PATTERN_TXN_0896,AML_PATTERN_0096,TXN_01948608,5
PATTERN_TXN_0897,AML_PATTERN_0096,TXN_01948611,6
PATTERN_TXN_0898,AML_PATTERN_0096,TXN_01948613,7
PATTERN_TXN_0899,AML_PATTERN_0096,TXN_01948615,8
PATTERN_TXN_0900,AML_PATTERN_0097,TXN_01962282,1
PATTERN_TXN_0901,AML_PATTERN_0098,TXN_01982462,1
PATTERN_TXN_0902,AML_PATTERN_0098,TXN_01982463,2
PATTERN_TXN_0903,AML_PATTERN_0099,TXN_01984622,1
PATTERN_TXN_0904,AML_PATTERN_0099,TXN_01984624,2
PATTERN_TXN_0905,AML_PATTERN_0100,TXN_01984625,1
PATTERN_TXN_0906,AML_PATTERN_0100,TXN_01984626,2
PATTERN_TXN_0907,AML_PATTERN_0100,TXN_01984627,3
PATTERN_TXN_0908,AML_PATTERN_0100,TXN_01984628,4
PATTERN_TXN_0909,AML_PATTERN_0100,TXN_01984629,5
PATTERN_TXN_0910,AML_PATTERN_0100,TXN_01984630,6
PATTERN_TXN_0911,AML_PATTERN_0101,TXN_01998593,1
PATTERN_TXN_0912,AML_PATTERN_0102,TXN_02010284,1
PATTERN_TXN_0913,AML_PATTERN_0103,TXN_02012556,1
PATTERN_TXN_0914,AML_PATTERN_0103,TXN_02012557,2
PATTERN_TXN_0915,AML_PATTERN_0103,TXN_02012558,3
PATTERN_TXN_0916,AML_PATTERN_0104,TXN_02016676,1
PATTERN_TXN_0917,AML_PATTERN_0104,TXN_02016677,2
PATTERN_TXN_0918,AML_PATTERN_0104,TXN_02016678,3
PATTERN_TXN_0919,AML_PATTERN_0104,TXN_02016680,4
PATTERN_TXN_0920,AML_PATTERN_0104,TXN_02016682,5
PATTERN_TXN_0921,AML_PATTERN_0104,TXN_02016683,6
PATTERN_TXN_0922,AML_PATTERN_0104,TXN_02016685,7
PATTERN_TXN_0923,AML_PATTERN_0104,TXN_02016687,8
PATTERN_TXN_0924,AML_PATTERN_0104,TXN_02016689,9
PATTERN_TXN_0925,AML_PATTERN_0104,TXN_02016690,10
PATTERN_TXN_0926,AML_PATTERN_0104,TXN_02016692,11
PATTERN_TXN_0927,AML_PATTERN_0104,TXN_02016693,12
PATTERN_TXN_0928,AML_PATTERN_0104,TXN_02016695,13
PATTERN_TXN_0929,AML_PATTERN_0105,TXN_02020677,1
PATTERN_TXN_0930,AML_PATTERN_0105,TXN_02020678,2
PATTERN_TXN_0931,AML_PATTERN_0106,TXN_02024584,1
PATTERN_TXN_0932,AML_PATTERN_0106,TXN_02024585,2
PATTERN_TXN_0933,AML_PATTERN_0106,TXN_02024587,3
PATTERN_TXN_0934,AML_PATTERN_0106,TXN_02024589,4
PATTERN_TXN_0935,AML_PATTERN_0106,TXN_02024591,5
PATTERN_TXN_0936,AML_PATTERN_0107,TXN_02028613,1
PATTERN_TXN_0937,AML_PATTERN_0107,TXN_02028615,2
PATTERN_TXN_0938,AML_PATTERN_0107,TXN_02028618,3
PATTERN_TXN_0939,AML_PATTERN_0107,TXN_02028621,4
PATTERN_TXN_0940,AML_PATTERN_0107,TXN_02028624,5
PATTERN_TXN_0941,AML_PATTERN_0107,TXN_02028627,6
PATTERN_TXN_0942,AML_PATTERN_0108,TXN_02040663,1
PATTERN_TXN_0943,AML_PATTERN_0108,TXN_02040665,2
PATTERN_TXN_0944,AML_PATTERN_0108,TXN_02040667,3
PATTERN_TXN_0945,AML_PATTERN_0109,TXN_02044872,1
PATTERN_TXN_0946,AML_PATTERN_0109,TXN_02044874,2
PATTERN_TXN_0947,AML_PATTERN_0109,TXN_02044876,3
PATTERN_TXN_0948,AML_PATTERN_0109,TXN_02044879,4
PATTERN_TXN_0949,AML_PATTERN_0109,TXN_02044881,5
PATTERN_TXN_0950,AML_PATTERN_0109,TXN_02044884,6
PATTERN_TXN_0951,AML_PATTERN_0110,TXN_02061227,1
PATTERN_TXN_0952,AML_PATTERN_0110,TXN_02061228,2
PATTERN_TXN_0953,AML_PATTERN_0111,TXN_02062977,1
PATTERN_TXN_0954,AML_PATTERN_0112,TXN_02073415,1
PATTERN_TXN_0955,AML_PATTERN_0112,TXN_02073416,2
PATTERN_TXN_0956,AML_PATTERN_0112,TXN_02073417,3
PATTERN_TXN_0957,AML_PATTERN_0112,TXN_02073418,4
PATTERN_TXN_0958,AML_PATTERN_0113,TXN_02077471,1
PATTERN_TXN_0959,AML_PATTERN_0113,TXN_02077472,2
PATTERN_TXN_0960,AML_PATTERN_0114,TXN_02095577,1
PATTERN_TXN_0961,AML_PATTERN_0114,TXN_02095579,2
PATTERN_TXN_0962,AML_PATTERN_0115,TXN_02095608,1
PATTERN_TXN_0963,AML_PATTERN_0115,TXN_02095610,2
PATTERN_TXN_0964,AML_PATTERN_0115,TXN_02095612,3
PATTERN_TXN_0965,AML_PATTERN_0115,TXN_02095614,4
PATTERN_TXN_0966,AML_PATTERN_0115,TXN_02095615,5
PATTERN_TXN_0967,AML_PATTERN_0115,TXN_02095617,6
PATTERN_TXN_0968,AML_PATTERN_0115,TXN_02095619,7
PATTERN_TXN_0969,AML_PATTERN_0115,TXN_02095621,8
PATTERN_TXN_0970,AML_PATTERN_0115,TXN_02095622,9
PATTERN_TXN_0971,AML_PATTERN_0115,TXN_02095624,10
PATTERN_TXN_0972,AML_PATTERN_0116,TXN_02116311,1
PATTERN_TXN_0973,AML_PATTERN_0116,TXN_02116312,2
PATTERN_TXN_0974,AML_PATTERN_0116,TXN_02116314,3
PATTERN_TXN_0975,AML_PATTERN_0116,TXN_02116316,4
PATTERN_TXN_0976,AML_PATTERN_0116,TXN_02116317,5
PATTERN_TXN_0977,AML_PATTERN_0116,TXN_02116318,6
PATTERN_TXN_0978,AML_PATTERN_0116,TXN_02116319,7
PATTERN_TXN_0979,AML_PATTERN_0116,TXN_02116321,8
PATTERN_TXN_0980,AML_PATTERN_0116,TXN_02116323,9
PATTERN_TXN_0981,AML_PATTERN_0116,TXN_02116325,10
PATTERN_TXN_0982,AML_PATTERN_0116,TXN_02116326,11
PATTERN_TXN_0983,AML_PATTERN_0116,TXN_02116328,12
PATTERN_TXN_0984,AML_PATTERN_0116,TXN_02116329,13
PATTERN_TXN_0985,AML_PATTERN_0116,TXN_02116330,14
PATTERN_TXN_0986,AML_PATTERN_0116,TXN_02116332,15
PATTERN_TXN_0987,AML_PATTERN_0116,TXN_02116334,16
PATTERN_TXN_0988,AML_PATTERN_0116,TXN_02116335,17
PATTERN_TXN_0989,AML_PATTERN_0116,TXN_02116337,18
PATTERN_TXN_0990,AML_PATTERN_0116,TXN_02116339,19
PATTERN_TXN_0991,AML_PATTERN_0116,TXN_02116341,20
PATTERN_TXN_0992,AML_PATTERN_0117,TXN_02120419,1
PATTERN_TXN_0993,AML_PATTERN_0117,TXN_02120421,2
PATTERN_TXN_0994,AML_PATTERN_0117,TXN_02120423,3
PATTERN_TXN_0995,AML_PATTERN_0117,TXN_02120425,4
PATTERN_TXN_0996,AML_PATTERN_0117,TXN_02120427,5
PATTERN_TXN_0997,AML_PATTERN_0117,TXN_02120429,6
PATTERN_TXN_0998,AML_PATTERN_0117,TXN_02120431,7
PATTERN_TXN_0999,AML_PATTERN_0118,TXN_02128529,1
PATTERN_TXN_1000,AML_PATTERN_0118,TXN_02128531,2
PATTERN_TXN_1001,AML_PATTERN_0118,TXN_02128533,3
PATTERN_TXN_1002,AML_PATTERN_0118,TXN_02128535,4
PATTERN_TXN_1003,AML_PATTERN_0118,TXN_02128537,5
PATTERN_TXN_1004,AML_PATTERN_0118,TXN_02128538,6
PATTERN_TXN_1005,AML_PATTERN_0118,TXN_02128540,7
PATTERN_TXN_1006,AML_PATTERN_0119,TXN_02132642,1
PATTERN_TXN_1007,AML_PATTERN_0119,TXN_02132643,2
PATTERN_TXN_1008,AML_PATTERN_0119,TXN_02132644,3
PATTERN_TXN_1009,AML_PATTERN_0119,TXN_02132645,4
PATTERN_TXN_1010,AML_PATTERN_0119,TXN_02132646,5
PATTERN_TXN_1011,AML_PATTERN_0119,TXN_02132647,6
PATTERN_TXN_1012,AML_PATTERN_0119,TXN_02132648,7
PATTERN_TXN_1013,AML_PATTERN_0119,TXN_02132649,8
PATTERN_TXN_1014,AML_PATTERN_0119,TXN_02132650,9
PATTERN_TXN_1015,AML_PATTERN_0119,TXN_02132651,10
PATTERN_TXN_1016,AML_PATTERN_0119,TXN_02132652,11
PATTERN_TXN_1017,AML_PATTERN_0119,TXN_02132653,12
PATTERN_TXN_1018,AML_PATTERN_0119,TXN_02132655,13
PATTERN_TXN_1019,AML_PATTERN_0119,TXN_02132656,14
PATTERN_TXN_1020,AML_PATTERN_0119,TXN_02132658,15
PATTERN_TXN_1021,AML_PATTERN_0119,TXN_02132659,16
PATTERN_TXN_1022,AML_PATTERN_0119,TXN_02132660,17
PATTERN_TXN_1023,AML_PATTERN_0119,TXN_02132661,18
PATTERN_TXN_1024,AML_PATTERN_0119,TXN_02132662,19
PATTERN_TXN_1025,AML_PATTERN_0119,TXN_02132663,20
PATTERN_TXN_1026,AML_PATTERN_0119,TXN_02132664,21
PATTERN_TXN_1027,AML_PATTERN_0120,TXN_02132665,1
PATTERN_TXN_1028,AML_PATTERN_0120,TXN_02132666,2
PATTERN_TXN_1029,AML_PATTERN_0121,TXN_02136584,1
PATTERN_TXN_1030,AML_PATTERN_0121,TXN_02136586,2
PATTERN_TXN_1031,AML_PATTERN_0121,TXN_02136588,3
PATTERN_TXN_1032,AML_PATTERN_0122,TXN_02148596,1
PATTERN_TXN_1033,AML_PATTERN_0122,TXN_02148598,2
PATTERN_TXN_1034,AML_PATTERN_0122,TXN_02148599,3
PATTERN_TXN_1035,AML_PATTERN_0123,TXN_02150317,1
PATTERN_TXN_1036,AML_PATTERN_0123,TXN_02150318,2
PATTERN_TXN_1037,AML_PATTERN_0123,TXN_02150319,3
PATTERN_TXN_1038,AML_PATTERN_0123,TXN_02150320,4
PATTERN_TXN_1039,AML_PATTERN_0123,TXN_02150321,5
PATTERN_TXN_1040,AML_PATTERN_0123,TXN_02150323,6
PATTERN_TXN_1041,AML_PATTERN_0123,TXN_02150324,7
PATTERN_TXN_1042,AML_PATTERN_0123,TXN_02150326,8
PATTERN_TXN_1043,AML_PATTERN_0123,TXN_02150328,9
PATTERN_TXN_1044,AML_PATTERN_0123,TXN_02150329,10
PATTERN_TXN_1045,AML_PATTERN_0123,TXN_02150330,11
PATTERN_TXN_1046,AML_PATTERN_0124,TXN_02160245,1
PATTERN_TXN_1047,AML_PATTERN_0124,TXN_02160246,2
PATTERN_TXN_1048,AML_PATTERN_0124,TXN_02160248,3
PATTERN_TXN_1049,AML_PATTERN_0124,TXN_02160250,4
PATTERN_TXN_1050,AML_PATTERN_0125,TXN_02172409,1
PATTERN_TXN_1051,AML_PATTERN_0125,TXN_02172411,2
PATTERN_TXN_1052,AML_PATTERN_0125,TXN_02172413,3
PATTERN_TXN_1053,AML_PATTERN_0125,TXN_02172415,4
PATTERN_TXN_1054,AML_PATTERN_0125,TXN_02172417,5
PATTERN_TXN_1055,AML_PATTERN_0125,TXN_02172420,6
PATTERN_TXN_1056,AML_PATTERN_0125,TXN_02172421,7
PATTERN_TXN_1057,AML_PATTERN_0125,TXN_02172423,8
PATTERN_TXN_1058,AML_PATTERN_0125,TXN_02172425,9
PATTERN_TXN_1059,AML_PATTERN_0125,TXN_02172427,10
PATTERN_TXN_1060,AML_PATTERN_0125,TXN_02172429,11
PATTERN_TXN_1061,AML_PATTERN_0125,TXN_02172431,12
PATTERN_TXN_1062,AML_PATTERN_0125,TXN_02172433,13
PATTERN_TXN_1063,AML_PATTERN_0125,TXN_02172435,14
PATTERN_TXN_1064,AML_PATTERN_0125,TXN_02172437,15
PATTERN_TXN_1065,AML_PATTERN_0125,TXN_02172439,16
PATTERN_TXN_1066,AML_PATTERN_0125,TXN_02172441,17
PATTERN_TXN_1067,AML_PATTERN_0125,TXN_02172443,18
PATTERN_TXN_1068,AML_PATTERN_0125,TXN_02172445,19
PATTERN_TXN_1069,AML_PATTERN_0125,TXN_02172448,20
PATTERN_TXN_1070,AML_PATTERN_0125,TXN_02172450,21
PATTERN_TXN_1071,AML_PATTERN_0125,TXN_02172452,22
PATTERN_TXN_1072,AML_PATTERN_0125,TXN_02172454,23
PATTERN_TXN_1073,AML_PATTERN_0125,TXN_02172456,24
PATTERN_TXN_1074,AML_PATTERN_0125,TXN_02172458,25
PATTERN_TXN_1075,AML_PATTERN_0125,TXN_02172460,26
PATTERN_TXN_1076,AML_PATTERN_0126,TXN_02176385,1
PATTERN_TXN_1077,AML_PATTERN_0126,TXN_02176387,2
PATTERN_TXN_1078,AML_PATTERN_0126,TXN_02176389,3
PATTERN_TXN_1079,AML_PATTERN_0126,TXN_02176391,4
PATTERN_TXN_1080,AML_PATTERN_0126,TXN_02176393,5
PATTERN_TXN_1081,AML_PATTERN_0126,TXN_02176395,6
PATTERN_TXN_1082,AML_PATTERN_0126,TXN_02176397,7
PATTERN_TXN_1083,AML_PATTERN_0126,TXN_02176398,8
PATTERN_TXN_1084,AML_PATTERN_0126,TXN_02176399,9
PATTERN_TXN_1085,AML_PATTERN_0126,TXN_02176401,10
PATTERN_TXN_1086,AML_PATTERN_0126,TXN_02176403,11
PATTERN_TXN_1087,AML_PATTERN_0126,TXN_02176405,12
PATTERN_TXN_1088,AML_PATTERN_0127,TXN_02180318,1
PATTERN_TXN_1089,AML_PATTERN_0127,TXN_02180320,2
PATTERN_TXN_1090,AML_PATTERN_0127,TXN_02180321,3
PATTERN_TXN_1091,AML_PATTERN_0128,TXN_02184269,1
PATTERN_TXN_1092,AML_PATTERN_0128,TXN_02184270,2
PATTERN_TXN_1093,AML_PATTERN_0128,TXN_02184272,3
PATTERN_TXN_1094,AML_PATTERN_0128,TXN_02184274,4
PATTERN_TXN_1095,AML_PATTERN_0128,TXN_02184276,5
PATTERN_TXN_1096,AML_PATTERN_0128,TXN_02184278,6
PATTERN_TXN_1097,AML_PATTERN_0128,TXN_02184280,7
PATTERN_TXN_1098,AML_PATTERN_0128,TXN_02184282,8
PATTERN_TXN_1099,AML_PATTERN_0128,TXN_02184284,9
PATTERN_TXN_1100,AML_PATTERN_0128,TXN_02184286,10
PATTERN_TXN_1101,AML_PATTERN_0128,TXN_02184288,11
PATTERN_TXN_1102,AML_PATTERN_0128,TXN_02184289,12
PATTERN_TXN_1103,AML_PATTERN_0128,TXN_02184291,13
PATTERN_TXN_1104,AML_PATTERN_0128,TXN_02184292,14
PATTERN_TXN_1105,AML_PATTERN_0128,TXN_02184294,15
PATTERN_TXN_1106,AML_PATTERN_0128,TXN_02184295,16
PATTERN_TXN_1107,AML_PATTERN_0128,TXN_02184297,17
PATTERN_TXN_1108,AML_PATTERN_0128,TXN_02184299,18
PATTERN_TXN_1109,AML_PATTERN_0128,TXN_02184301,19
PATTERN_TXN_1110,AML_PATTERN_0128,TXN_02184303,20
PATTERN_TXN_1111,AML_PATTERN_0128,TXN_02184305,21
PATTERN_TXN_1112,AML_PATTERN_0128,TXN_02184307,22
PATTERN_TXN_1113,AML_PATTERN_0128,TXN_02184309,23
PATTERN_TXN_1114,AML_PATTERN_0128,TXN_02184310,24
PATTERN_TXN_1115,AML_PATTERN_0129,TXN_02192346,1
PATTERN_TXN_1116,AML_PATTERN_0129,TXN_02192348,2
PATTERN_TXN_1117,AML_PATTERN_0129,TXN_02192350,3
PATTERN_TXN_1118,AML_PATTERN_0129,TXN_02192352,4
PATTERN_TXN_1119,AML_PATTERN_0129,TXN_02192354,5
PATTERN_TXN_1120,AML_PATTERN_0129,TXN_02192356,6
PATTERN_TXN_1121,AML_PATTERN_0129,TXN_02192359,7
PATTERN_TXN_1122,AML_PATTERN_0130,TXN_02196199,1
PATTERN_TXN_1123,AML_PATTERN_0130,TXN_02196200,2
PATTERN_TXN_1124,AML_PATTERN_0130,TXN_02196201,3
PATTERN_TXN_1125,AML_PATTERN_0131,TXN_02204223,1
PATTERN_TXN_1126,AML_PATTERN_0131,TXN_02204225,2
PATTERN_TXN_1127,AML_PATTERN_0131,TXN_02204227,3
PATTERN_TXN_1128,AML_PATTERN_0131,TXN_02204228,4
PATTERN_TXN_1129,AML_PATTERN_0131,TXN_02204231,5
PATTERN_TXN_1130,AML_PATTERN_0131,TXN_02204234,6
PATTERN_TXN_1131,AML_PATTERN_0131,TXN_02204236,7
PATTERN_TXN_1132,AML_PATTERN_0131,TXN_02204239,8
PATTERN_TXN_1133,AML_PATTERN_0131,TXN_02204242,9
PATTERN_TXN_1134,AML_PATTERN_0131,TXN_02204244,10
PATTERN_TXN_1135,AML_PATTERN_0131,TXN_02204246,11
PATTERN_TXN_1136,AML_PATTERN_0132,TXN_02216664,1
PATTERN_TXN_1137,AML_PATTERN_0132,TXN_02216666,2
PATTERN_TXN_1138,AML_PATTERN_0132,TXN_02216668,3
PATTERN_TXN_1139,AML_PATTERN_0132,TXN_02216669,4
PATTERN_TXN_1140,AML_PATTERN_0132,TXN_02216671,5
PATTERN_TXN_1141,AML_PATTERN_0132,TXN_02216673,6
PATTERN_TXN_1142,AML_PATTERN_0132,TXN_02216675,7
PATTERN_TXN_1143,AML_PATTERN_0132,TXN_02216676,8
PATTERN_TXN_1144,AML_PATTERN_0132,TXN_02216678,9
PATTERN_TXN_1145,AML_PATTERN_0132,TXN_02216680,10
PATTERN_TXN_1146,AML_PATTERN_0133,TXN_02218401,1
PATTERN_TXN_1147,AML_PATTERN_0134,TXN_02224631,1
PATTERN_TXN_1148,AML_PATTERN_0135,TXN_02230411,1
PATTERN_TXN_1149,AML_PATTERN_0135,TXN_02230412,2
PATTERN_TXN_1150,AML_PATTERN_0136,TXN_02232676,1
PATTERN_TXN_1151,AML_PATTERN_0136,TXN_02232678,2
PATTERN_TXN_1152,AML_PATTERN_0136,TXN_02232680,3
PATTERN_TXN_1153,AML_PATTERN_0136,TXN_02232682,4
PATTERN_TXN_1154,AML_PATTERN_0136,TXN_02232683,5
PATTERN_TXN_1155,AML_PATTERN_0136,TXN_02232684,6
PATTERN_TXN_1156,AML_PATTERN_0136,TXN_02232686,7
PATTERN_TXN_1157,AML_PATTERN_0137,TXN_02234560,1
PATTERN_TXN_1158,AML_PATTERN_0137,TXN_02234561,2
PATTERN_TXN_1159,AML_PATTERN_0137,TXN_02234563,3
PATTERN_TXN_1160,AML_PATTERN_0137,TXN_02234565,4
PATTERN_TXN_1161,AML_PATTERN_0137,TXN_02234567,5
PATTERN_TXN_1162,AML_PATTERN_0137,TXN_02234569,6
PATTERN_TXN_1163,AML_PATTERN_0137,TXN_02234571,7
PATTERN_TXN_1164,AML_PATTERN_0137,TXN_02234573,8
PATTERN_TXN_1165,AML_PATTERN_0137,TXN_02234575,9
PATTERN_TXN_1166,AML_PATTERN_0138,TXN_02236762,1
PATTERN_TXN_1167,AML_PATTERN_0138,TXN_02236764,2
PATTERN_TXN_1168,AML_PATTERN_0138,TXN_02236766,3
PATTERN_TXN_1169,AML_PATTERN_0138,TXN_02236767,4
PATTERN_TXN_1170,AML_PATTERN_0138,TXN_02236769,5
PATTERN_TXN_1171,AML_PATTERN_0138,TXN_02236770,6
PATTERN_TXN_1172,AML_PATTERN_0138,TXN_02236771,7
PATTERN_TXN_1173,AML_PATTERN_0138,TXN_02236772,8
PATTERN_TXN_1174,AML_PATTERN_0138,TXN_02236774,9
PATTERN_TXN_1175,AML_PATTERN_0138,TXN_02236776,10
PATTERN_TXN_1176,AML_PATTERN_0138,TXN_02236779,11
PATTERN_TXN_1177,AML_PATTERN_0139,TXN_02244728,1
PATTERN_TXN_1178,AML_PATTERN_0139,TXN_02244730,2
PATTERN_TXN_1179,AML_PATTERN_0140,TXN_02244734,1
PATTERN_TXN_1180,AML_PATTERN_0141,TXN_02244737,1
PATTERN_TXN_1181,AML_PATTERN_0141,TXN_02244738,2
PATTERN_TXN_1182,AML_PATTERN_0141,TXN_02244739,3
PATTERN_TXN_1183,AML_PATTERN_0141,TXN_02244740,4
PATTERN_TXN_1184,AML_PATTERN_0141,TXN_02244741,5
PATTERN_TXN_1185,AML_PATTERN_0142,TXN_02248670,1
PATTERN_TXN_1186,AML_PATTERN_0142,TXN_02248672,2
PATTERN_TXN_1187,AML_PATTERN_0142,TXN_02248674,3
PATTERN_TXN_1188,AML_PATTERN_0142,TXN_02248676,4
PATTERN_TXN_1189,AML_PATTERN_0142,TXN_02248677,5
PATTERN_TXN_1190,AML_PATTERN_0142,TXN_02248679,6
PATTERN_TXN_1191,AML_PATTERN_0142,TXN_02248681,7
PATTERN_TXN_1192,AML_PATTERN_0142,TXN_02248683,8
PATTERN_TXN_1193,AML_PATTERN_0142,TXN_02248685,9
